report_period,filing_date,filing_type,accession_number,net_premiums_written,net_premiums_earned,combined_ratio,avg_diluted_equivalent_shares,investment_income,total_net_realized_gains,service_revenues,fees_and_other_revenues,total_revenues,losses_lae,policy_acquisition_costs,other_underwriting_expenses,interest_expense,total_expenses,income_before_income_taxes,provision_for_income_taxes,net_income,total_comprehensive_income,eps_basic,eps_diluted,comprehensive_eps_diluted,avg_shares_basic,avg_shares_diluted,loss_lae_ratio,expense_ratio,pif_agency_auto,pif_direct_auto,pif_special_lines,pif_property,pif_total_personal_lines,pif_commercial_lines,pif_total,npw_agency,npw_direct,npw_property,npw_commercial,npe_agency,npe_direct,npe_property,npe_commercial,total_investments,total_assets,loss_lae_reserves,unearned_premiums,debt,total_liabilities,shareholders_equity,common_shares_outstanding,shares_repurchased,avg_cost_per_share,book_value_per_share,roe_net_income_trailing_12m,roe_comprehensive_trailing_12m,debt_to_total_capital,fixed_income_duration,fte_return_fixed_income,fte_return_common_stocks,fte_return_total_portfolio,investment_book_yield,net_unrealized_gains_fixed,weighted_avg_credit_quality
2004-08,2004-09-13,monthly_results,0000950152-04-006856,1085.7,1007.4,89.2,,40.6,4.4,3.8,,1056.2,687.9,109.0,101.4,6.7,907.4,148.8,48.5,100.3,,0.46,0.46,,216.0,218.9,,,4216.0,2029.0,-2.0,,8577.0,413.0,,,,,,,,,,-2.0,18695.6,5076.3,4340.3,1290.1,12674.9,6020.7,,0.2,76.61,27.76,28.7,,17.6,3.0,1.4,,1.3,,,
2004-09,2004-10-13,quarterly_earnings,0000950152-04-007345,1002.4,1013.2,88.1,219.0,44.2,20.1,3.6,,1081.1,687.8,109.7,95.2,6.7,903.3,177.8,57.3,120.5,,0.56,0.55,,215.9,219.0,67.9,20.2,4236.0,2050.0,2350.0,,8636.0,413.0,9049.0,589.7,294.9,,116.0,604.2,287.0,,119.6,14319.2,18495.7,5156.0,4326.5,1290.2,12364.7,6131.0,217.0,,,28.25,28.6,,17.4,,0.3,1.3,0.4,,545.5,
2004-10,2004-11-12,monthly_results,0000950152-04-008178,1279.8,1275.2,87.0,,37.7,,3.9,,1331.0,854.4,137.3,117.7,6.7,1120.0,211.0,70.8,140.2,,0.67,0.66,,210.4,213.6,67.0,20.0,4265.0,2071.0,,,8692.0,418.0,9110.0,749.2,360.4,,167.7,759.3,362.7,,150.5,13147.9,17303.6,5190.9,4327.6,1290.2,12484.6,4819.0,200.2,16.9,88.0,24.07,29.9,,21.1,,0.6,1.6,0.8,,590.3,
2004-11,2004-12-10,monthly_results,0000950152-04-008879,937.0,1019.3,89.6,,42.8,,3.6,,1061.4,699.6,109.4,104.7,6.8,923.6,137.8,44.0,93.8,,0.47,0.46,,199.1,202.4,68.6,21.0,4262.0,2077.0,,,8691.0,420.0,9111.0,550.4,263.3,,121.8,605.6,290.5,,120.8,13634.9,17747.1,5267.7,4245.7,1290.3,12843.5,4903.6,200.4,,,24.47,29.5,,20.8,,0.6,4.6,0.1,,556.6,
2004-12,2005-01-20,quarterly_earnings,0000950152-05-000341,1135.5,1270.2,80.6,202.3,39.5,10.6,4.4,,1303.5,776.5,135.5,112.1,7.0,1034.6,268.9,89.4,179.5,,0.9,0.89,,199.2,202.3,61.1,19.5,4245.0,2084.0,2351.0,,8680.0,420.0,9100.0,666.5,331.1,,135.3,752.3,363.4,,151.6,13082.0,17184.3,5285.6,4108.0,19.9,17154.3,30.0,200.4,,,25.73,30.0,,19.9,,0.8,3.6,1.2,,669.4,
2005-01,2005-02-17,monthly_results,0000950152-05-001310,1296.0,1269.2,85.0,,39.1,,4.6,,1314.4,829.4,135.5,114.4,6.9,1089.8,224.6,74.8,149.8,,0.75,0.74,,199.3,202.3,65.3,19.7,4319.0,2131.0,2363.0,,8813.0,423.0,9236.0,747.6,389.0,,156.6,749.6,366.6,,150.3,13422.7,17565.1,5309.1,4134.5,19.7,17538.7,26.4,200.1,0.5,83.46,26.18,26.4,,19.7,,0.3,2.4,0.1,,614.1,
2005-02,2005-03-17,monthly_results,0000950152-05-002257,1181.2,1030.9,85.2,,36.0,,3.3,,1079.1,665.2,109.2,103.8,7.0,888.3,190.8,63.1,127.7,,0.64,0.63,,199.0,201.9,64.5,20.7,4375.0,2166.0,2383.0,,8924.0,427.0,9351.0,686.0,359.1,,134.9,607.8,299.9,,121.3,,,,,,,,,,,,,,,,0.2,2.3,0.1,,,
2005-03,2005-04-14,quarterly_earnings,0000950152-05-003118,1127.6,1049.9,84.8,,45.3,,3.3,,1098.3,674.0,111.4,105.2,6.9,899.0,199.3,64.1,135.2,,0.68,0.67,,198.5,201.4,64.2,20.6,4443.0,2209.0,2429.0,,9081.0,433.0,9514.0,648.2,332.9,,144.8,618.0,306.1,,123.6,,,,,,,,,,,,,,,,0.3,1.4,0.4,,,
2005-04,2005-05-19,monthly_results,0000950152-05-004589,1430.4,1321.7,85.3,,39.8,,4.0,,1359.2,856.2,140.6,130.8,6.9,1137.8,221.4,73.8,147.6,,0.75,0.74,,197.9,200.7,64.8,20.5,4460.0,2233.0,2502.0,,9195.0,443.0,9638.0,823.7,414.8,,190.3,774.5,388.9,,155.6,14351.4,18754.6,5400.6,4472.9,19.2,18726.3,28.3,198.8,0.9,90.55,27.19,28.3,,19.2,2.9,1.1,1.7,0.7,,517.2,AA+
2005-05,2005-06-16,monthly_results,0000950152-05-005200,1070.9,1062.5,85.8,,42.1,,3.2,,1111.0,691.9,112.5,107.2,6.9,922.0,189.0,62.9,126.1,,0.64,0.63,,197.1,200.0,65.1,20.7,4482.0,2252.0,2555.0,,9289.0,449.0,9738.0,614.7,309.6,,144.8,619.5,313.8,,127.1,14162.7,18596.3,5465.3,4480.3,18.9,18566.8,29.5,198.2,0.8,94.62,27.87,29.5,,18.9,2.7,0.7,3.4,1.1,3.9,602.3,AA+
2005-06,2005-07-14,quarterly_earnings,0000950152-05-005912,1092.8,1069.6,87.3,199.4,47.9,0.7,3.1,,1119.9,716.5,113.1,104.2,6.9,943.6,176.3,55.7,120.6,,0.61,0.61,,196.5,199.4,67.0,20.3,4492.0,2271.0,2612.0,,9375.0,455.0,9830.0,627.9,313.6,,148.9,621.9,316.4,,129.3,13994.7,18459.2,5490.5,4503.8,1284.6,12868.7,5590.5,197.7,0.7,98.72,28.28,29.6,,18.7,2.4,0.5,0.5,0.5,4.3,613.2,AA
2005-07,2005-08-18,monthly_results,0000950152-05-007128,1403.2,1337.8,86.9,,42.8,,3.9,,1387.3,905.6,140.8,115.7,6.9,1172.4,214.9,71.0,143.9,,0.73,0.72,,196.0,198.9,67.7,19.2,4492.0,2282.0,2646.0,,9420.0,459.0,9879.0,802.9,425.0,,172.9,775.5,397.7,,162.1,15453.5,19976.0,5572.8,4567.2,1284.7,14296.9,5679.1,197.2,,98.72,28.8,29.2,,18.4,2.8,0.3,4.0,0.3,3.8,600.5,AA+
2005-08,2005-09-16,monthly_results,0000950152-05-007674,1090.6,1069.5,96.3,,46.3,,2.8,,1120.6,824.6,112.4,92.9,6.9,1040.2,80.4,23.6,56.8,,0.29,0.29,,195.7,198.5,77.1,19.2,4503.0,2293.0,2667.0,,9463.0,460.0,9923.0,622.1,331.5,,135.1,617.9,318.8,,130.7,15716.8,20254.9,5701.5,4587.6,18.3,20226.4,28.5,197.0,,96.73,29.2,28.5,,18.3,2.8,1.0,0.7,0.8,4.1,652.9,AA+
2005-09,2005-10-12,quarterly_earnings,0000950152-05-008115,1063.1,1071.6,88.9,198.4,48.9,8.9,3.0,,1114.6,737.6,111.5,103.6,6.9,962.1,152.5,47.9,104.6,,0.53,0.53,,195.5,198.4,68.8,20.1,4508.0,2305.0,2684.0,,9497.0,464.0,9961.0,599.4,322.9,,139.3,617.0,320.2,,132.3,14526.7,19155.1,5737.4,4575.9,1284.8,13344.6,5810.5,197.1,,99.32,29.48,28.3,,18.1,2.9,0.3,1.1,0.1,4.3,586.3,AA+
2005-10,2005-11-17,monthly_results,0000950152-05-009361,1328.1,1340.0,94.2,,45.4,,3.5,,1382.3,978.0,138.9,145.3,6.8,1272.7,109.6,34.2,75.4,,0.39,0.38,,195.7,198.6,73.0,21.2,4511.0,2313.0,2684.0,,9508.0,467.0,9975.0,746.2,392.7,,186.7,768.7,401.8,,166.9,15860.0,20506.3,5716.7,4559.2,1284.8,14687.2,5819.1,197.3,,,29.49,27.0,,18.1,2.9,0.3,1.7,0.5,4.0,469.0,AA+
2005-11,2005-12-15,monthly_results,0000950152-05-009982,986.3,1073.1,89.9,,48.2,,2.6,,1095.0,748.7,111.5,104.7,6.8,974.6,120.4,37.1,83.3,,0.43,0.42,,195.8,198.8,69.8,20.1,4506.0,2321.0,2679.0,,9506.0,468.0,9974.0,555.1,300.0,,128.8,613.3,322.6,,134.7,16089.3,20602.1,5698.1,4469.1,1284.9,14623.7,5978.4,197.4,,,30.29,26.4,,17.7,3.2,0.4,3.8,0.9,4.2,572.1,AA+
2005-12,2006-01-18,quarterly_earnings,0000950152-06-000249,937.4,1068.6,87.2,198.8,54.9,4.7,2.9,,1121.7,737.1,110.8,84.4,6.8,942.0,179.7,56.8,122.9,,0.63,0.62,,195.9,198.8,69.0,18.2,4491.0,2328.0,2675.0,,9494.0,468.0,9962.0,531.8,286.2,,118.1,609.4,323.4,,133.9,14274.7,18898.6,5660.3,4335.1,1284.9,12791.1,6107.5,197.3,,118.92,30.96,25.0,,17.4,3.2,0.7,0.3,0.6,4.8,600.1,AA
2006-01,2006-02-15,monthly_results,0000950152-06-001208,1329.7,1336.0,86.0,,46.5,,3.3,,1388.6,886.2,138.6,124.0,6.8,1158.7,229.9,75.8,154.1,,0.79,0.78,,195.9,198.6,,,,2346.0,2681.0,,9528.0,471.0,9999.0,,,,,,,,,15940.9,20483.8,5650.2,4327.1,1284.9,14266.4,6217.4,196.7,0.8,107.4,31.61,24.7,,17.1,3.1,0.3,2.8,0.7,4.1,636.3,AA
2006-02,2006-03-15,monthly_results,0000950152-06-002111,1209.3,1078.0,86.3,,48.5,,2.5,,1127.2,713.9,111.1,105.2,6.9,940.3,186.9,60.4,126.5,,0.65,0.64,,195.1,197.7,,,,2369.0,2693.0,,9599.0,475.0,10074.0,,,,,,,,,16232.3,20838.6,5657.8,4457.5,1285.0,14531.4,6307.2,196.5,0.3,104.84,32.1,24.3,,16.9,3.1,0.3,0.4,0.3,4.2,621.1,AA
2006-03,2006-04-12,quarterly_earnings,0000950152-06-003115,1137.7,1086.5,83.3,197.5,56.5,0.5,2.6,,1145.1,682.7,112.4,109.5,6.8,914.4,230.7,74.7,156.0,,0.8,0.79,,194.9,197.5,,,,2383.0,2722.0,,9651.0,482.0,10133.0,,,,,,,,,14521.4,19258.2,5632.0,4508.1,1285.0,12942.3,6315.9,195.9,1.1,105.27,32.24,24.3,,16.9,3.1,0.2,1.4,0.1,4.9,565.2,AA
2006-04,2006-05-17,monthly_results,0000950152-06-004553,1489.8,1369.7,85.9,,49.0,,3.0,,1425.7,905.6,141.3,129.9,6.7,1187.2,238.5,78.9,159.6,,0.82,0.81,,194.2,196.7,,,,2400.0,2784.0,,9747.0,491.0,10238.0,,,,,,,,,16962.6,21799.0,5661.5,4631.0,1285.1,15371.6,6427.4,195.6,0.7,107.17,32.86,24.2,,16.7,3.1,0.2,1.4,0.4,4.2,565.1,AA
2006-05,2006-06-14,monthly_results,0000950152-06-005098,1100.2,1097.8,86.7,,53.6,,2.7,,1147.4,735.1,112.0,104.6,6.7,961.6,185.8,60.0,125.8,,0.16,0.16,,774.8,784.6,,,,2403.0,2830.0,,9791.0,497.0,10288.0,,,,,,,,,17348.1,22204.1,5691.3,4635.5,1285.2,15784.4,6419.7,779.2,2.3,,8.24,23.8,,16.7,3.1,,,,,483.8,AA
2006-06,2006-07-13,quarterly_earnings,0000950152-06-005810,1089.6,1096.9,87.4,781.0,60.1,24.4,2.2,,1134.8,743.5,111.6,103.3,6.0,967.2,167.6,52.6,115.0,,0.15,0.15,,771.4,781.0,,,,2409.0,2871.0,,9834.0,502.0,10336.0,,,,,,,,,14667.8,19602.6,5694.6,4626.6,1185.2,13186.9,6415.7,775.2,4.1,26.01,8.28,23.5,,15.6,3.3,0.2,0.4,0.2,5.1,469.4,AA
2006-07,2006-08-16,monthly_results,0000950152-06-007022,1427.7,1367.1,86.6,,51.4,,2.8,,1415.3,910.9,139.0,133.5,6.1,1192.5,222.8,74.0,148.8,,0.19,0.19,,767.6,776.8,,,,2407.0,2897.0,,9816.0,504.0,10320.0,,,,,,,,,16169.6,21085.1,5725.9,4686.4,1185.3,14527.8,6557.3,772.2,3.6,24.76,8.49,23.3,,15.3,3.3,1.1,0.3,1.0,4.4,565.1,AA
2006-08,2006-09-14,monthly_results,0000950152-06-007598,1099.1,1090.2,88.5,,58.4,,2.3,,1153.3,734.5,110.8,119.9,6.0,974.2,179.1,56.4,122.7,,0.16,0.16,,763.9,772.7,,,,2422.0,2911.0,,9846.0,506.0,10352.0,,,,,,,,,16148.9,21095.0,5738.3,4693.2,1185.3,14457.7,6637.3,766.2,6.1,23.77,8.66,24.0,,15.2,3.3,1.3,2.5,1.5,5.0,718.0,AA
2006-09,2006-10-11,quarterly_earnings,0000950152-06-008084,1054.7,1087.0,86.9,766.9,60.0,6.0,2.2,,1155.2,722.3,109.9,112.3,6.4,954.0,201.2,63.1,138.1,,0.18,0.18,,757.8,766.9,,,,2419.0,2905.0,,9807.0,506.0,10313.0,,,,,,,,,14853.5,19846.2,5724.3,4658.1,1185.4,13132.1,6714.1,761.7,4.6,24.45,8.81,24.3,,15.0,3.1,0.9,2.4,1.1,5.1,800.6,AA
2006-10,2006-11-15,monthly_results,0000950152-06-009430,1315.8,1354.7,89.1,,52.3,,2.6,,1409.8,936.2,136.4,133.9,6.3,1215.9,193.9,63.8,130.1,,0.17,0.17,,753.8,762.8,,,,2425.0,2894.0,,9789.0,506.0,10295.0,,,,,,,,,15699.5,20609.9,5740.2,4616.3,1185.4,13799.7,6810.2,758.4,4.7,24.44,8.98,24.8,,14.8,3.1,0.6,3.3,1.0,4.5,892.5,AA
2006-11,2006-12-13,monthly_results,0000950152-06-010096,959.2,1077.4,87.0,,56.0,,2.1,,1140.4,717.0,109.5,110.4,6.3,945.5,194.9,63.0,131.9,,0.18,0.17,,749.0,757.3,,,,2433.0,2886.0,,9782.0,505.0,10287.0,,,,,,,,,15204.6,20002.3,5707.8,4494.7,1185.5,13143.3,6859.0,752.3,,23.14,9.12,25.3,,14.7,3.1,0.8,2.3,1.1,4.8,982.1,AA+
2006-12,2007-01-17,quarterly_earnings,0000950152-07-000326,919.2,1076.6,86.6,751.8,55.5,9.4,2.1,,1143.6,707.0,109.3,116.3,6.3,941.7,201.9,63.0,138.9,,0.19,0.18,,743.4,751.8,,,,2429.0,2879.0,,9741.0,503.0,10244.0,,,,,,,,,14689.2,19482.1,5725.0,4335.0,1185.5,12635.5,6846.6,748.0,4.5,24.0,9.15,25.3,,14.8,3.1,0.1,1.3,0.1,4.8,918.2,AA+
2007-01,2007-02-14,monthly_results,0000950152-07-001133,1314.4,1335.3,87.8,,49.7,,2.4,,1387.6,894.4,136.0,142.5,6.3,1182.5,205.1,67.4,137.7,,0.19,0.18,,741.2,748.9,,,,2449.1,2878.4,,9781.9,504.5,10286.4,,,,,,,,,15113.6,19907.5,5703.6,4313.0,1185.6,12991.9,6915.6,744.5,3.7,23.39,9.29,24.8,,14.6,3.1,0.2,2.0,0.5,4.3,934.6,AA+
2007-02,2007-03-14,monthly_results,0000950152-07-002088,1194.5,1075.5,92.8,,52.3,,1.9,,1145.0,774.4,109.2,114.9,6.3,1007.6,137.4,42.7,94.7,,0.13,0.13,,737.5,745.2,72.0,20.8,4486.9,2475.7,2888.1,,9850.7,508.0,10358.7,654.6,385.2,,153.1,595.8,336.2,,141.7,15418.2,20254.2,5725.4,4431.8,1185.6,13251.1,7003.1,743.1,1.6,23.52,9.42,24.1,,14.5,2.9,1.2,1.6,0.8,4.5,972.6,AA
2007-03,2007-04-11,quarterly_earnings,0000950152-07-003138,1137.8,1083.0,88.2,741.9,61.5,7.8,1.9,,1154.2,731.7,110.0,114.1,6.3,964.0,190.2,59.1,131.1,,0.18,0.18,,734.6,741.9,67.5,20.7,4521.8,2502.8,2928.6,,9953.2,514.7,10467.9,620.5,355.6,,160.4,599.6,339.1,,142.6,15097.5,20011.7,5720.4,4487.1,1185.7,13081.1,6930.6,736.2,9.2,21.69,9.41,23.5,,14.6,2.9,0.3,1.1,0.4,5.3,957.4,AA
2007-04,2007-05-16,monthly_results,0000950152-07-004515,1437.4,1353.8,88.8,,49.9,,2.4,,1414.0,915.7,137.4,149.4,6.2,1211.9,202.1,65.4,136.7,,0.19,0.19,,726.3,733.8,67.6,21.2,4519.1,2516.9,2976.5,,10012.5,522.9,10535.4,787.5,438.6,,209.2,748.3,424.6,,178.8,15294.1,20218.3,5742.0,4571.2,1185.7,13230.6,6987.7,730.0,6.6,23.27,9.57,23.0,,14.5,2.8,0.5,4.2,1.1,4.3,1058.4,AA
2007-05,2007-06-13,monthly_results,0000950152-07-005085,1064.7,1078.8,93.3,,55.3,,1.8,,1131.4,776.7,108.9,121.3,6.2,1015.7,115.7,34.1,81.6,,0.11,0.11,,720.2,727.9,72.0,21.3,4527.4,2532.6,3037.3,,10097.3,529.9,10627.2,588.9,323.5,,150.7,595.3,339.0,,142.8,16570.4,21481.9,5810.4,4556.6,1185.8,14452.6,7029.3,728.1,2.0,23.32,9.65,22.2,,14.4,3.1,0.3,3.6,0.3,4.7,1047.4,AA
2007-06,2007-07-12,quarterly_earnings,0000950152-07-005757,1056.6,1076.6,95.7,726.9,62.2,10.0,1.7,,1130.5,796.0,108.9,124.9,8.1,1041.4,89.1,23.7,65.4,,0.09,0.09,,719.1,726.9,74.0,21.7,4516.0,2536.4,3081.7,,10134.1,534.2,10668.3,587.4,320.4,,147.3,593.3,338.2,,143.8,16180.3,21073.6,5841.8,4532.7,2173.1,14122.5,6951.1,724.1,4.3,23.54,9.6,21.3,,23.8,3.4,0.1,1.8,0.2,5.2,951.0,AA
2007-07,2007-08-15,monthly_results,0000950152-07-006873,1390.2,1337.5,91.3,719.4,56.6,13.2,2.2,,1409.5,947.1,134.3,139.1,11.6,1235.1,174.4,55.9,118.5,,0.17,0.16,,711.9,719.4,70.8,20.5,4490.1,2547.4,3120.2,,10157.7,537.2,10694.9,763.3,449.9,,173.8,735.5,421.0,,179.0,18248.3,23151.3,5874.3,4584.5,2173.2,17754.5,5396.8,714.7,9.5,22.37,7.55,21.4,,28.7,3.3,0.7,3.1,0.1,4.5,896.6,AA
2007-08,2007-09-14,monthly_results,0000950152-07-007535,1052.2,1063.1,95.7,709.7,62.6,12.4,1.6,,1139.7,789.1,106.9,120.9,11.5,1031.0,108.7,31.8,76.9,,0.11,0.11,,701.3,709.7,,,4466.8,2549.2,3137.8,,10153.8,539.7,10693.5,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.4,0.7,4.9,,
2007-09,2007-10-10,quarterly_earnings,0000950152-07-007959,1040.8,1061.2,94.8,701.8,64.7,32.9,1.6,,1160.4,772.9,106.5,127.2,11.6,1020.9,139.5,35.7,103.8,,0.15,0.15,,694.2,701.8,72.8,22.0,4459.2,2571.9,3140.4,,10171.5,540.9,10712.4,565.8,342.6,,131.0,581.6,335.6,,142.4,14817.2,19665.5,5920.8,4547.4,2173.5,14321.6,5343.9,698.1,7.1,19.54,7.65,20.8,,28.9,3.4,0.9,3.9,1.4,5.4,1034.7,AA
2007-10,2007-11-16,monthly_results,0000950152-07-009107,1261.0,1319.7,94.9,693.8,52.2,1.0,1.8,,1374.7,975.9,132.6,144.4,11.5,1267.1,107.6,32.1,75.5,,0.11,0.11,,686.3,693.8,73.9,21.0,4436.0,2580.0,3135.1,,10151.1,541.1,10692.2,686.3,402.0,,170.5,721.7,419.1,,176.8,15574.8,20361.4,5931.6,4486.3,2173.6,15104.5,5256.9,689.4,9.0,18.97,7.63,20.4,,29.3,3.5,0.2,1.6,0.4,4.6,1038.5,AA
2007-11,2007-12-12,monthly_results,0000950152-07-009564,912.8,1048.4,94.3,686.6,54.7,30.8,1.5,,1135.4,767.8,104.7,116.3,11.5,1003.4,132.0,39.0,93.0,,0.14,0.14,,679.6,686.6,73.2,21.1,4431.4,2595.4,3125.4,,10152.2,541.0,10693.2,502.9,294.7,,113.6,572.5,334.1,,140.1,15474.1,20142.6,5943.9,4347.6,2173.8,15031.9,5110.7,684.2,6.1,18.24,7.47,20.2,,29.8,3.4,0.2,4.1,0.8,4.8,819.5,AA
2007-12,2008-01-16,quarterly_earnings,0000950152-08-000286,910.1,1044.5,95.8,681.4,59.1,,1.5,,1104.4,784.5,104.5,111.2,11.5,1013.2,91.2,23.6,67.6,,0.1,0.1,,674.2,681.4,75.1,20.7,4396.8,2598.5,3120.3,,10115.6,539.2,10654.8,499.7,299.2,,109.8,569.9,334.1,,139.0,14165.1,18843.1,5942.7,4210.4,2173.9,13907.6,4935.5,680.2,4.4,18.87,7.26,19.5,,30.6,3.5,0.1,0.6,0.2,5.3,715.4,AA
2008-01,2008-02-13,monthly_results,0000950152-08-001058,1269.9,1298.1,93.3,679.2,50.3,52.7,1.7,,1402.8,939.9,130.1,140.6,11.5,1223.7,179.1,57.2,121.9,,0.18,0.18,,673.1,679.2,72.4,20.9,4412.8,2632.3,3120.9,,10166.0,540.1,10706.1,677.7,419.6,,170.2,707.4,417.1,,171.5,14787.9,19387.6,5932.5,4181.2,2174.0,14383.4,5004.2,678.4,2.1,18.87,7.38,19.8,,30.3,3.3,1.8,6.1,0.6,4.5,685.2,AA
2008-02,2008-03-12,monthly_results,0000950152-08-001871,1102.2,1042.5,98.2,677.6,47.1,8.5,1.4,,1099.5,799.6,104.4,119.5,11.4,1037.3,62.2,16.0,46.2,,0.07,0.07,,671.5,677.6,76.7,21.5,4422.2,2648.0,3123.9,,10194.1,540.5,10734.6,595.9,371.3,,134.1,567.8,336.7,,136.4,14599.3,19326.4,5959.1,4239.2,2174.2,14487.9,4838.5,677.0,1.9,18.78,7.15,19.5,,31.0,3.1,1.3,2.8,1.5,4.2,400.4,AA-
2008-03,2008-04-09,quarterly_earnings,0000950152-08-002665,1118.3,1049.4,92.8,675.2,61.9,29.0,1.3,,1083.6,744.5,105.0,124.2,11.4,987.7,95.9,24.6,71.3,,0.11,0.11,,669.9,675.2,71.0,21.8,4442.6,2679.4,3151.8,,10273.8,545.4,10819.2,595.2,369.1,,152.9,570.8,340.2,,136.8,13879.7,18716.8,5952.1,4307.9,2174.3,13967.2,4749.6,677.5,2.6,16.12,7.01,19.1,,31.4,2.3,1.1,0.7,1.0,5.5,208.8,AA-
2008-04,2008-05-14,monthly_results,0000950152-08-003941,1414.9,1311.5,91.7,673.9,47.8,16.6,1.6,,1377.5,936.3,130.7,135.8,11.5,1217.7,159.8,50.9,108.9,,0.16,0.16,,668.1,673.9,71.4,20.3,4431.9,2690.1,3209.8,,10331.8,552.2,10884.0,761.0,445.7,,206.3,711.9,426.8,,171.2,14702.8,19557.5,5955.2,4410.6,2174.4,14648.1,4909.4,676.7,1.5,18.04,7.25,19.2,,30.7,2.6,0.6,4.9,1.3,4.2,314.1,AA-
2008-05,2008-06-11,monthly_results,0001193125-08-131723,1049.2,1050.1,92.4,673.6,53.1,7.9,1.4,,1096.7,744.3,105.2,120.9,11.4,984.2,112.5,33.2,79.3,,0.12,0.12,,667.3,673.6,70.9,21.5,4424.4,2702.8,3266.0,,10393.2,555.1,10948.3,576.3,334.9,,137.0,568.7,342.7,,137.1,15254.7,20055.5,5991.7,4407.3,2174.6,15049.2,5006.3,676.0,0.8,19.35,7.41,19.8,,30.3,2.8,0.5,1.9,0.7,4.6,358.1,AA
2008-06,2008-07-10,quarterly_earnings,0000950152-08-005311,1046.6,1049.6,97.0,673.5,64.9,53.3,1.2,,1062.4,790.7,104.8,122.8,11.4,1032.2,30.2,2.9,27.3,,0.04,0.04,,666.8,673.5,75.3,21.7,4411.2,2716.7,3328.7,,10456.6,556.8,11013.4,571.0,337.7,,136.1,567.4,343.6,,137.0,13976.0,18914.4,6000.6,4403.6,2174.7,14108.9,4805.5,675.4,0.9,19.91,7.12,19.5,,31.2,3.0,1.0,8.3,2.2,5.6,23.7,AA-
2008-07,2008-08-13,monthly_results,0001193125-08-175857,1383.8,1314.2,92.8,672.9,51.8,-16.1,1.4,,1351.3,942.5,130.5,146.8,11.4,1233.5,117.8,36.0,81.8,,0.12,0.12,,666.3,672.9,71.7,21.1,4395.6,2740.5,3384.8,,10520.9,556.5,11077.4,749.0,471.7,,160.4,709.5,432.2,,170.4,14389.9,19476.6,6033.5,4473.8,2174.8,14848.0,4628.6,675.5,0.0,0.0,6.85,19.0,,32.0,3.1,-2.8,-1.2,-2.6,4.5,-381.0,AA
2008-08,2008-09-11,monthly_results,0001193125-08-194325,1103.3,1050.4,94.3,672.9,53.3,-317.5,1.3,,787.5,763.1,104.4,123.4,11.4,1004.2,-216.7,-81.5,-135.2,,-0.2,-0.2,,666.3,672.9,72.6,21.7,4347.4,2736.0,3401.7,,10485.1,554.9,11040.0,595.5,381.6,,124.5,566.0,347.3,,135.5,14806.9,19913.3,6066.3,4526.8,2175.0,15204.4,4708.9,675.6,0.0,0.0,6.97,14.9,,31.6,3.1,0.3,1.8,0.5,4.5,-54.5,AA
2008-09,2008-10-10,quarterly_earnings,0001193125-08-208901,1024.3,1051.6,98.7,,58.4,-1039.8,1.1,,71.3,812.0,104.4,121.7,11.4,1053.3,-982.0,-351.2,-630.8,,-0.95,-0.95,,666.4,672.6,77.2,21.5,4348.1,2770.9,3400.6,,10519.6,554.4,11074.0,540.0,357.7,,124.9,565.0,349.6,,135.2,12734.7,18639.6,6146.3,4499.2,33.8,18639.5,0.1,675.6,0.0,0.0,6.31,0.1,,33.8,2.8,-4.2,-9.3,-5.0,5.0,221.3,AA
2008-10,2008-11-12,monthly_results,0001193125-08-233081,1259.2,1316.2,93.2,671.3,50.5,88.4,1.4,,1456.5,955.9,131.0,139.9,11.3,1240.3,216.2,71.2,145.0,,0.22,0.22,,666.4,671.3,72.6,20.6,4311.3,2784.1,3384.0,,10479.4,549.9,11029.3,675.1,427.6,,154.0,705.5,440.7,,167.8,12742.4,18258.7,6104.1,4442.4,35.2,18257.1,1.6,675.6,0.0,0.0,5.93,1.6,,35.2,3.2,-2.4,-17.0,-3.5,4.7,-400.1,AA
2008-11,2008-12-10,monthly_results,0001193125-08-250986,926.9,1050.3,93.8,671.2,51.3,100.1,1.2,,1202.9,764.3,103.9,117.2,11.3,999.1,203.8,66.3,137.5,,0.21,0.2,,666.4,671.2,72.8,21.0,4313.6,2812.9,3365.9,,10492.4,546.1,11038.5,497.6,318.8,,108.9,562.1,353.8,,132.6,13354.8,18808.1,6125.3,4317.7,35.4,18805.5,2.6,675.9,0.0,0.0,5.86,2.6,,35.4,3.2,-0.6,-7.1,-1.0,4.7,-686.3,AA+
2008-12,2009-01-21,quarterly_earnings,0001193125-09-008736,905.7,1047.5,98.9,,47.3,-247.8,1.1,,848.1,821.9,103.7,110.6,11.3,1049.2,-201.1,-77.9,-123.2,,-0.18,-0.18,,667.1,672.3,78.4,20.5,4288.6,2824.0,3352.3,,10464.9,539.4,11004.3,488.0,320.8,,95.5,559.9,355.1,,130.7,12978.1,18250.5,6177.4,4175.9,34.0,18252.0,-1.5,676.5,0.1,14.71,6.23,-1.5,,34.0,3.2,3.0,1.7,2.9,4.3,-118.2,AA+
