horizon_months,model_name,target_kind,n_obs,fold_count,n_features,target_mae,target_rmse,growth_mae,growth_rmse,future_bvps_mae,future_bvps_rmse,directional_hit_rate,spearman_ic,mean_predicted_growth,mean_realized_growth,target_variant,feature_block
6,seasonal_month_drift,growth,174,29,0,0.07622838354397314,0.10483655096802355,0.07622838354397314,0.10483655096802355,2.089513805874948,3.4117294269835488,0.9080459770114943,0.061048425109234035,0.0872791597235277,0.11353209647435068,adjusted,baseline
6,ridge_bridge,growth,174,29,9,0.07407847998612464,0.10152697488595365,0.07407847998612464,0.10152697488595365,1.9638072804855777,3.1887748027790748,0.8793103448275862,0.12769725789458697,0.09077481366169338,0.11353209647435068,adjusted,bvps_lags
6,elastic_net_bridge,growth,174,29,9,0.1214401460146347,0.16257434263510118,0.1214401460146347,0.16257434263510118,3.4566345904020985,5.49758052289777,0.7011494252873564,0.11728466072496367,0.07575089038968194,0.11353209647435068,adjusted,bvps_lags
6,ridge_bridge,growth,174,29,11,0.34227322766084545,1.4815062027507402,0.34227322766084545,1.4815062027507402,13.12029191437147,61.63560584366249,0.9080459770114943,0.2040001138984595,0.3714723353956874,0.11353209647435068,adjusted,accounting_core
6,elastic_net_bridge,growth,174,29,11,7.581218700031816,40.317311111428474,7.581218700031816,40.317311111428474,312.5513354229155,1677.2200673046793,0.8505747126436781,0.197159372419488,7.606881552382885,0.11353209647435068,adjusted,accounting_core
6,ridge_bridge,growth,174,29,6,0.9319680847537325,4.6682336264080515,0.9319680847537325,4.6682336264080515,37.781794749297966,196.8695355732696,0.8735632183908046,0.17327030951906375,0.9573400412399611,0.11353209647435068,adjusted,logical_interactions
6,elastic_net_bridge,growth,174,29,6,9.783553350649587,52.49384523053801,9.783553350649587,52.49384523053801,406.77996519444133,2213.199552829704,0.8448275862068966,0.14006435262963068,9.805098010247757,0.11353209647435068,adjusted,logical_interactions
6,ridge_bridge,growth,174,29,26,1.1539585912840382,5.871402894693973,1.1539585912840382,5.871402894693973,46.98283949600487,246.85516747659707,0.9080459770114943,0.23035166149377828,1.1851233396172631,0.11353209647435068,adjusted,bridge_combined
6,elastic_net_bridge,growth,174,29,26,9.590759765533049,51.33712065306282,9.590759765533049,51.33712065306282,398.4390146000007,2164.3866166966445,0.7471264367816092,0.2174925254135938,9.574108008275191,0.11353209647435068,adjusted,bridge_combined
12,no_change_bvps,growth,162,27,0,0.16540498484730423,0.2043396711633203,0.16540498484730423,0.2043396711633203,4.047777777777778,5.9153957946537625,0.08641975308641975,,0.0,0.1461869215335706,raw,baseline
12,drift_bvps_growth,growth,162,27,0,0.12735813400621035,0.16235504323614913,0.12735813400621035,0.16235504323614913,3.1901609136861504,4.727333524763753,0.8395061728395061,0.026369591028651083,0.09467880504640129,0.1461869215335706,raw,baseline
12,trailing_3m_growth,growth,162,27,0,0.13513264444420592,0.20436133544771995,0.13513264444420592,0.20436133544771995,3.62876404224732,6.059726744345973,0.8024691358024691,0.017150402391384892,0.10710079814776048,0.1461869215335706,raw,baseline
